,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
49862,2,0,50,0,1.0,0
135549,1,0,52,1,0.0,0
87142,2,0,45,0,2.0,0
63220,0,0,35,0,3.0,0
43535,1,0,58,0,2.0,0
133578,1,0,51,0,0.0,1
61122,0,0,45,0,0.0,0
93387,0,0,65,0,0.0,0
52191,0,0,38,0,1.0,0
136468,0,0,69,0,0.0,0
135701,0,0,82,0,0.0,0
53459,4,1,57,0,1.0,0
21349,0,0,61,0,0.0,0
42959,0,0,44,0,1.0,0
108657,0,0,60,0,2.0,0
105382,1,0,56,0,0.0,0
136800,0,0,45,0,0.0,0
144897,1,0,44,0,2.0,0
110793,0,0,44,0,0.0,0
65168,1,0,56,0,1.0,0
120984,1,0,47,0,1.0,0
98050,0,0,25,0,2.0,0
1489,0,0,52,0,0.0,0
82460,0,0,63,0,0.0,0
34491,0,1,28,0,0.0,0
133286,0,0,73,0,0.0,0
77553,0,1,61,0,0.0,0
34848,1,0,51,0,0.0,0
34417,0,0,43,0,0.0,0
52204,0,0,55,0,1.0,0
144130,0,0,50,0,2.0,0
16835,1,0,61,1,0.0,0
63681,0,0,67,0,0.0,0
95908,0,0,24,0,0.0,0
124765,0,0,44,0,0.0,0
48073,0,0,84,0,0.0,0
127010,0,0,68,0,0.0,0
144923,1,0,54,0,0.0,0
127823,0,0,33,0,3.0,0
72649,2,1,62,0,2.0,1
77624,0,0,54,0,1.0,0
133339,0,0,75,0,0.0,0
69433,1,1,49,1,0.0,0
16598,0,0,62,0,0.0,1
124571,1,1,27,0,0.0,1
88485,0,0,30,0,0.0,0
89770,0,0,39,0,3.0,0
4258,0,0,24,0,0.0,0
131960,0,0,72,0,0.0,0
127172,1,0,36,0,2.0,0
45038,0,0,67,0,0.0,0
126068,1,0,46,0,1.0,0
114001,0,0,49,0,1.0,0
60223,0,2,27,0,0.0,0
100628,0,0,56,0,2.0,0
102266,4,0,39,1,2.0,0
21719,0,0,60,0,0.0,0
134946,0,0,30,0,0.0,0
16531,0,0,31,0,0.0,0
27541,0,0,51,0,2.0,0
49786,0,0,64,0,0.0,0
73719,0,0,66,0,0.0,0
67144,0,0,71,0,0.0,0
107481,0,0,52,0,2.0,0
6145,0,0,51,0,2.0,0
141452,2,0,49,1,3.0,0
39474,0,0,65,0,0.0,0
75494,0,0,50,0,0.0,0
147625,0,0,62,0,1.0,0
66025,0,0,61,0,0.0,0
87491,1,0,47,0,3.0,0
148829,1,1,54,1,0.0,1
114795,0,0,85,0,0.0,0
116683,1,0,61,0,0.0,0
117538,0,0,42,0,2.0,1
11476,0,0,54,0,1.0,1
90470,0,0,60,0,0.0,0
19872,0,0,58,0,0.0,0
46168,0,0,33,0,2.0,0
14192,0,0,63,0,1.0,0
60007,0,0,43,0,0.0,0
73962,0,0,54,0,2.0,0
48487,0,0,61,0,1.0,0
90532,0,3,46,0,0.0,1
137482,0,0,50,0,0.0,0
72673,0,0,51,0,1.0,0
106028,0,0,29,0,1.0,0
50816,3,1,47,1,3.0,1
94314,0,0,49,0,2.0,0
125907,1,3,39,1,0.0,1
12555,0,0,32,0,0.0,0
38060,0,0,49,0,0.0,1
71004,0,0,41,0,2.0,0
26509,0,0,61,0,0.0,0
96055,0,0,69,0,0.0,0
41206,0,0,60,0,0.0,0
1301,0,0,67,0,0.0,0
127155,0,0,43,0,2.0,0
22206,2,1,36,0,1.0,0
40901,0,0,31,0,0.0,0
51810,0,0,44,0,2.0,0
60004,0,0,42,0,2.0,0
5093,0,0,46,0,2.0,0
11667,0,0,43,0,2.0,0
4175,1,0,54,0,0.0,0
15890,0,0,30,0,2.0,1
113685,0,0,58,0,1.0,0
129224,6,0,41,1,1.0,1
42340,3,0,72,0,0.0,0
74662,0,0,29,0,1.0,0
73012,0,0,47,0,2.0,0
142896,0,0,57,0,0.0,0
68703,0,0,69,0,0.0,0
28075,0,0,32,0,0.0,0
33590,0,0,55,0,2.0,0
2601,0,0,60,0,0.0,0
100843,0,0,74,0,0.0,0
122048,0,0,23,0,0.0,0
70093,0,0,38,0,2.0,0
4842,1,0,37,0,3.0,0
13174,0,0,31,0,0.0,1
70493,1,0,46,0,0.0,0
131811,0,0,26,0,0.0,0
75630,0,0,55,0,2.0,0
83772,0,0,82,0,0.0,0
36904,0,0,55,0,0.0,0
11625,0,0,46,0,0.0,0
149317,0,0,41,0,2.0,0
68324,0,0,65,1,1.0,0
41783,0,0,34,0,1.0,0
87613,0,0,35,1,2.0,0
116329,1,0,39,0,0.0,0
9378,0,0,46,0,3.0,0
21067,0,0,45,0,0.0,0
18688,0,1,57,0,0.0,1
99707,0,0,32,0,0.0,0
95260,0,0,50,0,0.0,0
41938,0,0,39,0,3.0,0
22458,0,0,43,0,5.0,0
21730,0,0,65,0,0.0,0
79222,0,0,45,0,0.0,0
135895,0,0,23,0,0.0,0
82074,0,0,76,0,0.0,0
100350,1,0,35,0,4.0,1
145258,0,0,47,0,2.0,0
125829,0,0,42,0,1.0,0
97755,0,0,54,0,0.0,0
130020,0,0,59,0,0.0,0
27353,0,0,58,0,0.0,0
16697,2,0,33,0,3.0,0
77545,0,0,37,0,0.0,0
107759,0,0,47,0,0.0,0
29454,0,0,42,0,0.0,0
107303,0,0,33,0,2.0,0
136901,0,0,52,0,0.0,0
113192,0,0,72,0,0.0,0
19765,0,0,79,0,0.0,0
39296,0,0,26,0,0.0,0
71708,0,2,42,1,1.0,0
23536,0,0,75,0,0.0,0
59409,0,0,63,0,0.0,0
44237,1,0,43,0,1.0,0
137717,1,0,27,0,0.0,0
57366,0,0,48,0,1.0,0
17699,0,0,28,0,0.0,0
38459,0,0,59,0,0.0,0
52101,0,0,54,0,0.0,0
141093,0,0,34,0,0.0,0
132871,0,0,52,0,0.0,0
110773,0,0,78,0,0.0,0
45997,0,0,30,0,1.0,1
82645,0,0,41,0,2.0,0
138519,0,0,40,0,0.0,0
12917,1,0,84,0,0.0,0
142246,0,0,36,0,0.0,0
21895,0,0,42,0,2.0,0
99148,0,0,52,0,0.0,0
32969,0,0,72,0,1.0,0
135601,0,0,56,0,3.0,0
39250,1,1,45,0,4.0,1
38979,0,0,47,0,3.0,0
61561,0,0,44,0,1.0,0
96089,0,0,57,0,6.0,0
74727,0,0,63,0,0.0,0
80882,0,0,45,0,3.0,0
80914,0,0,72,0,1.0,0
58411,0,0,80,0,0.0,0
70913,0,0,56,0,2.0,0
15375,0,0,33,0,0.0,0
77224,2,0,52,0,4.0,1
135169,0,0,58,0,0.0,0
17401,0,0,66,0,0.0,0
46614,2,1,42,1,4.0,0
63863,1,0,51,0,6.0,0
143567,0,0,53,0,2.0,0
59329,0,0,62,0,0.0,0
58828,0,0,57,0,2.0,0
115664,0,0,68,0,1.0,0
35868,0,0,38,0,2.0,0
114657,0,0,44,0,1.0,0
5474,0,0,53,1,1.0,1
5783,0,0,56,0,0.0,0
145343,0,0,50,0,0.0,0
7356,0,0,56,0,0.0,0
6822,0,0,51,0,0.0,0
87484,0,0,57,0,0.0,0
50724,0,0,59,0,1.0,0
9438,0,0,75,0,0.0,0
125965,0,0,50,0,0.0,0
42997,0,0,42,0,0.0,0
50828,0,0,59,0,0.0,0
135989,0,0,42,0,1.0,0
129633,0,0,62,0,0.0,0
68005,2,0,40,0,1.0,0
38068,0,0,73,0,0.0,0
36480,0,0,50,0,2.0,0
85064,0,0,58,0,0.0,0
20927,0,0,47,0,2.0,0
37889,0,0,43,0,2.0,0
104018,0,0,38,0,0.0,0
8614,0,0,48,0,1.0,1
104784,1,0,69,0,0.0,0
7663,0,0,63,0,2.0,0
137964,1,4,73,0,0.0,1
94258,0,0,89,0,0.0,0
71547,1,0,59,0,0.0,0
101474,0,0,38,0,0.0,0
134635,0,0,73,0,0.0,0
38699,0,0,61,0,0.0,0
136660,0,0,27,0,1.0,0
94320,1,0,36,0,0.0,0
74474,0,0,46,0,2.0,0
81558,0,0,52,0,3.0,0
45709,0,0,60,0,0.0,0
122036,2,0,59,0,0.0,0
60610,0,0,52,0,2.0,0
104372,0,0,80,0,0.0,0
13349,0,0,61,0,0.0,0
33578,0,0,32,0,0.0,0
11366,0,0,60,0,1.0,0
104800,0,0,33,0,0.0,0
94042,0,0,32,0,1.0,1
101163,0,0,52,0,2.0,0
109767,0,0,27,0,0.0,0
88429,0,0,63,0,0.0,0
24952,1,0,46,0,2.0,0
84105,0,0,72,0,0.0,0
105146,0,0,58,0,0.0,0
107606,0,0,60,0,1.0,0
53420,0,0,38,0,2.0,0
130290,0,0,29,0,3.0,0
23732,0,0,56,0,0.0,0
84958,0,0,45,0,0.0,0
144958,0,0,45,0,0.0,0
104360,0,0,66,0,1.0,0
132527,0,0,62,0,0.0,0
24135,0,0,34,0,1.0,0
25383,4,0,51,0,1.0,0
44251,0,0,41,0,2.0,0
64916,0,0,49,0,0.0,0
71848,2,0,48,0,2.0,0
51368,0,0,66,0,0.0,0
44048,1,0,69,0,0.0,0
38265,0,0,68,0,0.0,0
14578,0,0,65,0,0.0,0
27398,0,0,34,0,3.0,0
126368,0,0,56,0,0.0,0
16242,0,1,49,0,2.0,0
118038,0,0,65,0,0.0,0
124784,0,0,36,0,0.0,0
64846,0,0,50,0,3.0,0
77893,0,0,32,0,0.0,0
39452,0,0,38,0,1.0,0
109203,0,0,62,0,0.0,0
133493,0,0,30,0,3.0,0
108620,1,0,64,1,0.0,0
91916,0,0,69,0,0.0,0
75071,0,0,47,0,0.0,0
84646,0,0,47,0,0.0,0
68768,0,0,40,0,0.0,0
73921,0,0,60,0,0.0,0
25187,0,0,51,0,0.0,0
129575,0,0,59,0,3.0,0
57773,0,0,72,0,1.0,0
64294,0,0,53,0,2.0,0
846,0,0,58,0,1.0,0
104799,0,0,56,0,0.0,0
135708,0,0,51,0,0.0,0
56379,0,0,65,0,0.0,0
50310,3,0,66,0,0.0,0
120267,0,0,50,0,0.0,0
104736,0,0,77,0,0.0,0
23768,0,0,35,0,0.0,0
60674,0,0,53,0,0.0,0
27714,0,0,62,0,0.0,0
76680,0,0,52,0,0.0,0
108577,0,0,71,0,0.0,0
107730,0,0,29,0,1.0,0
102909,1,0,38,0,2.0,0
15949,0,0,48,0,1.0,0
37646,0,0,45,0,1.0,0
81330,0,0,44,0,0.0,0
77954,0,0,72,0,0.0,0
22951,0,0,36,0,1.0,0
34123,0,0,68,0,0.0,0
138957,0,0,64,0,1.0,0
145925,0,0,50,0,2.0,0
118845,0,0,39,0,1.0,1
60991,0,0,39,0,1.0,0
19138,0,0,47,0,0.0,0
83668,0,0,41,0,1.0,0
2520,0,0,45,0,0.0,0
104553,0,0,42,0,1.0,0
145503,0,0,67,0,0.0,0
115533,0,0,67,0,0.0,0
19931,0,0,90,0,1.0,0
136924,0,0,58,0,1.0,0
73409,0,0,57,0,0.0,0
4046,0,0,40,0,0.0,0
22806,0,0,52,0,2.0,0
120016,0,0,58,0,1.0,0
74510,1,1,48,0,2.0,0
22529,0,0,39,0,1.0,0
149724,0,0,59,0,0.0,0
120118,0,0,38,0,0.0,0
143844,0,0,53,0,2.0,0
9460,0,0,36,0,1.0,0
85251,1,0,58,0,2.0,0
148072,1,0,67,0,0.0,0
74767,0,0,68,0,0.0,0
37913,0,0,85,0,0.0,0
136644,0,0,62,0,3.0,1
16494,0,0,38,0,0.0,0
104594,0,0,60,0,2.0,0
141443,1,0,42,0,1.0,1
30618,0,0,49,0,3.0,0
124372,0,0,56,0,1.0,0
21051,0,0,64,0,0.0,0
82849,0,0,37,0,2.0,0
143249,0,0,49,0,0.0,0
116708,0,0,58,0,3.0,0
25405,1,0,58,0,1.0,0
107536,1,0,62,0,0.0,0
64719,1,0,45,0,2.0,0
98607,0,0,45,0,2.0,0
48548,0,0,29,0,1.0,0
92784,0,0,34,0,0.0,0
26905,0,0,38,0,2.0,0
138979,0,0,57,0,1.0,0
123455,2,1,43,0,3.0,1
60149,0,0,71,0,0.0,0
72261,0,0,63,0,0.0,0
92160,0,0,32,0,0.0,0
21299,0,0,31,0,0.0,0
138389,1,0,77,0,0.0,0
31377,0,0,48,0,0.0,0
19958,0,0,47,0,0.0,0
50953,0,0,40,0,2.0,0
51513,0,0,48,0,1.0,0
54127,0,0,40,0,0.0,0
83487,0,0,47,0,3.0,0
31606,0,0,47,0,1.0,0
93023,0,0,62,0,1.0,0
60810,0,0,65,0,0.0,0
19451,0,0,46,1,3.0,0
63175,0,0,59,0,0.0,0
102701,0,0,28,0,2.0,0
83749,0,0,50,0,3.0,0
51660,0,0,63,0,0.0,0
64589,0,0,43,0,2.0,0
2126,0,0,62,0,0.0,0
105601,0,0,64,0,0.0,0
105583,0,0,49,0,1.0,0
29287,0,0,45,0,1.0,0
87362,0,0,83,0,0.0,0
93900,0,0,66,0,0.0,0
130889,0,0,61,0,0.0,0
126179,2,0,39,0,0.0,1
84978,0,0,53,0,0.0,0
113047,0,0,48,0,0.0,0
26951,0,0,49,0,1.0,0
56515,1,0,41,0,3.0,0
56229,1,0,53,0,0.0,0
55388,2,2,36,1,0.0,1
50712,0,0,70,0,0.0,0
49992,1,2,43,1,1.0,1
100592,0,0,57,0,2.0,0
118281,0,0,56,0,1.0,0
51714,2,0,44,0,1.0,0
129654,0,0,68,0,0.0,0
104919,0,0,61,0,1.0,0
106826,0,0,49,0,2.0,0
63800,1,1,49,0,3.0,1
9978,4,0,59,0,0.0,0
58936,0,0,54,0,2.0,0
97883,0,0,65,0,0.0,0
14956,1,0,25,2,1.0,1
106864,0,0,54,0,3.0,0
5999,0,0,62,0,0.0,0
79683,1,0,59,0,1.0,0
144229,0,0,42,0,2.0,0
77365,0,0,40,0,0.0,0
86151,0,2,41,0,1.0,1
61532,0,0,51,0,4.0,0
119772,0,0,45,0,2.0,0
77792,1,0,74,0,1.0,0
10047,2,0,57,0,1.0,0
9961,0,0,47,0,1.0,0
84514,0,0,29,0,1.0,0
32728,0,0,72,0,0.0,0
68517,0,0,63,0,0.0,0
65060,0,0,58,0,0.0,0
94824,0,0,45,0,3.0,0
97886,3,0,67,0,0.0,0
39751,0,0,32,0,0.0,0
79701,0,0,45,0,3.0,0
110385,0,0,74,0,0.0,0
48647,1,0,36,0,0.0,0
19596,0,0,42,0,1.0,0
71450,0,0,68,0,0.0,0
49579,0,0,25,0,0.0,0
105124,0,0,53,0,1.0,0
138815,0,0,57,0,0.0,0
127609,0,0,29,1,0.0,1
138569,0,0,63,0,0.0,0
18314,0,0,89,0,0.0,0
686,0,0,55,0,0.0,0
85413,0,0,60,0,0.0,0
116052,0,0,74,0,1.0,0
117988,0,0,50,0,2.0,0
2998,0,0,33,0,3.0,0
139408,0,0,51,0,0.0,0
148656,0,0,89,0,0.0,0
85441,0,0,31,0,0.0,0
17706,0,0,54,0,0.0,0
47982,2,0,42,0,2.0,0
128660,0,0,57,0,0.0,0
125782,0,0,48,0,0.0,0
127671,0,0,36,0,0.0,0
88170,0,0,44,0,3.0,0
139359,2,1,43,1,1.0,0
14040,0,0,64,0,0.0,0
124119,0,0,43,0,0.0,0
124110,0,0,65,0,2.0,0
88701,0,0,72,0,3.0,0
105283,0,0,66,0,0.0,0
135632,0,0,65,0,1.0,0
143709,0,0,67,0,0.0,0
99535,5,2,36,1,2.0,1
138345,0,0,58,0,1.0,0
39248,0,0,47,0,0.0,0
85725,0,0,39,0,3.0,0
132774,0,0,48,0,1.0,0
90112,2,0,59,1,0.0,0
87778,0,0,35,0,3.0,0
145825,0,0,57,0,3.0,0
80235,0,0,50,0,0.0,0
15494,0,0,47,0,3.0,0
86927,1,0,44,0,2.0,0
50354,0,0,59,0,0.0,0
22453,0,0,35,0,0.0,0
13111,0,0,48,0,2.0,0
10621,0,0,81,0,0.0,0
118741,1,0,50,0,0.0,1
5216,0,0,46,0,2.0,0
60841,0,1,68,0,0.0,1
46064,0,0,73,0,0.0,0
85923,0,0,62,0,0.0,0
133628,0,0,46,0,3.0,0
95511,0,0,50,0,2.0,0
51235,0,0,68,0,0.0,0
53766,0,0,49,0,0.0,0
73989,0,0,52,0,0.0,0
10414,0,1,41,2,2.0,1
131526,0,0,41,0,0.0,0
86527,0,0,65,0,1.0,0
51981,0,0,45,0,1.0,0
14982,0,0,30,0,0.0,0
54012,0,0,45,0,0.0,0
33167,0,0,32,0,1.0,0
133113,0,0,42,0,2.0,0
49609,1,0,74,0,2.0,0
90993,0,0,79,0,0.0,0
122397,0,0,84,0,0.0,0
104170,0,0,44,0,2.0,0
112933,0,0,58,0,2.0,0
78941,0,0,53,0,0.0,0
88939,0,0,32,0,0.0,0
139474,0,0,40,0,0.0,1
125377,1,0,67,0,0.0,1
87665,0,0,49,0,0.0,0
47154,0,0,69,0,1.0,0
111655,0,0,23,0,0.0,0
10321,1,0,32,2,1.0,0
130972,0,0,64,0,0.0,0
105329,1,0,48,0,2.0,0
64073,0,0,54,0,0.0,0
71401,0,1,50,1,4.0,0
33807,0,0,62,0,0.0,0
129558,0,0,71,0,0.0,0
129241,0,0,49,0,0.0,0
139273,2,0,51,0,0.0,0
103916,0,0,26,0,1.0,0
80068,0,0,65,0,0.0,0
17187,1,2,78,1,0.0,1
123469,0,0,49,0,0.0,0
2573,0,4,65,0,0.0,1
10606,0,0,59,0,0.0,0
19759,0,0,46,0,0.0,0
149459,0,0,31,0,0.0,0
23466,1,0,62,1,0.0,0
49642,0,0,72,0,0.0,1
137752,0,0,36,0,0.0,0
66880,3,3,36,1,2.0,1
85386,1,0,53,0,0.0,0
63909,0,0,51,0,1.0,0
52539,1,0,55,0,0.0,0
2104,0,0,57,0,1.0,0
9868,0,0,90,0,0.0,0
11875,0,0,74,0,1.0,0
38664,1,0,32,0,1.0,0
116732,0,0,58,0,1.0,0
83853,1,0,59,0,0.0,0
117500,1,0,33,0,3.0,1
42268,0,2,67,0,0.0,0
80969,0,0,60,0,1.0,0
5733,0,0,54,0,0.0,0
90862,1,0,48,1,0.0,0
25703,0,0,89,0,0.0,0
90124,0,0,60,0,2.0,0
54648,0,0,43,0,0.0,0
149670,0,0,78,0,0.0,0
52901,0,0,78,0,0.0,0
23212,0,0,58,0,1.0,0
117396,0,0,46,0,0.0,0
32231,0,0,28,0,0.0,0
89534,0,0,44,0,2.0,0
134944,0,0,31,0,1.0,0
6612,0,0,86,0,0.0,0
131040,0,0,44,0,1.0,0
12692,0,0,68,0,0.0,0
103174,1,3,36,1,0.0,0
130105,1,0,44,0,3.0,0
26831,2,0,33,1,1.0,1
45742,0,0,77,0,1.0,0
33971,0,0,63,0,0.0,0
88683,0,0,62,0,0.0,0
127900,0,0,58,0,0.0,0
38261,0,0,46,0,1.0,0
51196,0,0,50,0,1.0,0
90260,0,0,64,0,0.0,0
26534,0,0,48,0,0.0,0
25595,0,0,51,0,1.0,0
93981,0,0,73,0,0.0,0
97951,1,0,57,0,3.0,0
37599,0,0,50,0,1.0,0
66083,0,0,56,1,0.0,0
122765,0,0,37,0,2.0,1
66131,0,0,27,0,0.0,0
74480,1,0,51,0,4.0,0
45437,0,0,37,0,1.0,0
18401,0,0,59,0,1.0,0
94852,0,0,45,0,4.0,0
59522,0,0,62,0,0.0,0
85989,1,1,34,0,1.0,0
119448,0,0,40,0,3.0,0
29133,0,0,42,0,0.0,1
14019,0,0,66,0,0.0,0
83937,0,0,56,0,1.0,0
97895,0,0,36,0,1.0,0
86819,1,0,57,0,0.0,0
26257,0,0,69,0,0.0,0
20262,1,0,51,0,1.0,0
146879,4,0,46,1,6.0,1
115378,0,1,49,0,0.0,0
99625,0,0,75,0,0.0,0
144583,0,0,55,0,1.0,0
335,1,0,55,0,1.0,0
149998,0,0,30,0,0.0,0
141284,0,0,47,0,0.0,0
10989,0,0,42,0,0.0,0
46245,0,0,48,0,4.0,0
24775,0,0,56,0,0.0,0
142803,0,0,48,0,9.0,0
42485,0,0,82,0,0.0,0
958,0,0,44,0,1.0,0
78530,2,0,52,0,0.0,0
12869,0,0,65,0,0.0,0
128491,0,0,53,0,4.0,0
115594,1,0,45,0,3.0,0
116313,0,0,84,0,0.0,0
86392,0,0,66,0,2.0,0
103019,0,0,29,0,1.0,0
107961,0,0,63,0,0.0,0
142247,0,0,29,0,0.0,0
402,0,0,62,0,0.0,0
62245,0,0,72,0,0.0,0
83575,1,0,57,0,0.0,0
108810,1,1,30,0,0.0,1
81400,0,0,35,0,0.0,0
90580,1,0,68,0,0.0,0
127658,0,0,44,0,0.0,0
63756,3,0,90,0,0.0,0
76659,0,0,87,0,0.0,0
43295,0,0,42,0,6.0,0
86332,0,0,43,0,1.0,0
143136,0,0,55,0,0.0,0
3861,0,0,39,0,0.0,0
100613,0,0,50,0,1.0,0
126308,0,0,32,0,2.0,0
81202,0,0,45,0,0.0,0
49995,0,0,35,0,0.0,0
135263,0,0,53,0,2.0,0
113559,0,0,65,0,0.0,0
74633,0,0,52,0,2.0,0
74668,0,0,73,0,0.0,0
52475,1,3,24,0,0.0,1
85462,0,0,80,0,0.0,0
87290,0,0,47,0,1.0,0
130604,0,0,45,0,0.0,0
147034,0,0,55,0,0.0,0
35627,0,0,34,0,3.0,0
76593,0,0,57,0,2.0,0
104531,0,0,37,0,1.0,0
116427,0,0,54,0,0.0,0
112803,0,0,43,0,0.0,0
68316,0,0,77,0,0.0,0
74428,0,0,51,0,0.0,0
113124,0,2,28,0,1.0,0
923,0,0,63,0,0.0,0
146634,0,0,53,1,3.0,1
95654,0,0,65,0,2.0,0
131771,0,0,42,0,0.0,0
145143,0,0,39,0,0.0,0
85086,0,0,38,0,1.0,0
113903,0,0,42,0,1.0,0
111035,0,0,58,0,2.0,0
70385,1,0,43,0,0.0,0
123351,0,0,50,0,0.0,1
112785,0,0,52,0,2.0,0
63083,1,0,42,0,0.0,1
16834,0,0,76,0,0.0,0
131288,2,1,31,0,1.0,1
109938,0,0,56,0,1.0,0
38566,0,0,31,0,0.0,0
55970,0,0,25,0,0.0,0
4655,0,0,41,0,1.0,0
125413,0,0,56,0,1.0,0
147094,0,0,46,0,2.0,0
64121,0,0,86,0,0.0,0
45948,0,0,54,0,1.0,0
84174,0,0,28,0,0.0,0
58505,0,0,29,0,0.0,0
58644,0,0,21,0,0.0,0
11242,0,0,33,0,1.0,0
69320,0,0,56,0,0.0,0
26153,0,0,44,0,2.0,1
149134,2,1,54,1,2.0,0
107272,0,0,36,0,0.0,0
104715,0,0,63,0,0.0,0
114074,0,1,47,0,3.0,0
49244,0,0,79,0,0.0,0
8766,0,0,62,0,0.0,0
17533,1,0,51,0,2.0,0
56289,0,0,39,0,3.0,0
110222,0,0,37,0,1.0,0
43875,1,1,62,0,0.0,1
47527,0,0,66,0,2.0,0
31848,0,0,56,0,1.0,0
59139,0,0,28,0,0.0,0
129541,0,0,64,0,0.0,0
114208,1,0,60,0,1.0,0
129926,0,0,45,0,1.0,0
25541,0,0,73,0,1.0,0
102939,2,0,57,0,0.0,0
114587,1,0,51,0,0.0,0
145532,0,0,63,0,1.0,0
45214,0,0,69,0,0.0,0
122222,0,4,41,3,4.0,0
118107,0,0,63,0,2.0,0
91909,0,0,76,0,1.0,0
85910,0,0,81,0,0.0,0
29436,0,0,59,0,0.0,0
24355,0,0,68,0,0.0,0
144280,0,0,48,0,0.0,0
29577,0,0,40,0,3.0,0
133284,0,0,55,0,0.0,0
105078,0,0,65,0,0.0,0
115453,0,0,59,0,0.0,0
110625,0,0,50,0,0.0,0
101396,0,0,40,0,3.0,0
17215,1,2,43,0,2.0,0
121147,0,0,31,0,0.0,0
23158,0,0,63,0,0.0,0
105087,0,0,74,0,0.0,0
141902,0,0,39,0,2.0,0
138181,0,0,35,0,0.0,0
51906,0,0,37,0,0.0,0
99055,0,0,30,0,1.0,0
78806,0,0,59,0,0.0,0
100247,0,0,53,0,2.0,0
93452,0,0,56,0,1.0,0
17726,0,0,78,0,1.0,0
7723,0,0,30,0,2.0,0
27349,0,0,29,0,0.0,0
105389,0,0,63,0,0.0,0
119509,1,0,52,0,1.0,1
96148,0,0,49,0,0.0,0
33767,0,0,55,0,1.0,0
35810,0,0,45,1,3.0,1
125945,3,0,50,0,0.0,0
17646,0,0,42,0,2.0,0
105724,0,0,46,0,0.0,0
114814,0,0,28,0,0.0,0
90723,0,0,29,0,0.0,0
11315,4,1,44,1,2.0,1
110892,0,0,46,0,0.0,0
61506,0,0,56,0,5.0,0
35525,2,0,86,0,0.0,0
90216,0,0,39,0,0.0,0
110555,0,0,71,0,1.0,0
39483,0,0,43,0,2.0,1
84405,0,0,30,0,1.0,0
6667,0,0,28,0,4.0,0
7020,0,0,47,0,1.0,1
93425,0,0,55,0,0.0,0
76155,0,0,80,0,0.0,0
91522,0,0,68,1,0.0,0
72360,0,0,26,0,0.0,0
89823,0,0,49,0,0.0,0
111918,0,0,48,0,0.0,0
63886,0,0,46,0,2.0,0
1818,0,1,40,0,1.0,0
69909,1,0,46,0,2.0,0
18891,0,0,60,0,0.0,0
400,0,0,63,0,0.0,0
148723,0,0,51,0,2.0,0
38438,0,0,61,0,1.0,0
56225,0,0,23,0,0.0,0
578,0,0,31,0,1.0,0
9696,0,0,51,0,0.0,0
80763,0,0,25,0,1.0,0
15881,0,0,38,0,2.0,0
39093,0,0,43,0,0.0,0
7535,0,0,47,0,4.0,1
86698,0,0,61,0,1.0,0
66688,2,1,45,0,0.0,0
83339,0,0,68,0,0.0,0
137828,1,0,53,0,3.0,0
91589,0,0,43,0,0.0,0
18505,0,0,44,0,2.0,0
50893,0,0,47,0,1.0,0
102168,2,0,44,0,0.0,0
9974,0,0,73,0,0.0,0
95029,0,0,62,0,0.0,0
86667,0,0,84,0,0.0,0
39173,2,0,51,0,2.0,0
36012,0,0,44,0,1.0,0
66942,0,0,77,0,0.0,0
140878,1,0,29,0,0.0,0
63702,0,0,47,0,4.0,0
26641,0,0,51,1,0.0,0
34967,0,0,54,0,0.0,0
130385,0,0,59,0,1.0,0
74974,0,0,53,0,2.0,0
99009,0,0,35,0,0.0,0
23268,1,1,57,0,1.0,1
83328,0,0,43,0,1.0,0
24330,0,0,43,0,0.0,0
24317,3,0,56,0,2.0,0
28711,0,0,34,0,0.0,0
104479,2,0,51,0,1.0,1
105242,0,0,47,0,2.0,0
43245,0,0,34,0,2.0,0
2301,0,0,46,0,3.0,0
95409,0,0,44,0,0.0,0
148888,0,0,50,0,0.0,0
24338,0,0,38,0,2.0,0
112016,0,0,62,0,1.0,0
121559,0,0,26,0,0.0,0
148909,1,1,34,1,0.0,0
83490,1,0,56,0,0.0,0
76124,2,0,75,0,0.0,0
113277,0,0,55,0,1.0,0
33440,0,0,55,0,1.0,0
94197,0,0,43,0,1.0,0
9859,0,0,47,0,0.0,1
115879,0,0,46,0,1.0,0
18689,0,0,51,0,0.0,0
51691,0,0,77,0,0.0,0
104702,1,0,24,0,0.0,0
93209,0,0,69,0,0.0,0
115278,0,0,69,0,0.0,0
133748,0,0,39,0,1.0,0
65238,0,0,42,0,1.0,0
48070,0,0,57,1,1.0,0
143233,0,0,65,0,0.0,0
139791,0,0,23,0,0.0,1
119230,0,0,63,0,1.0,0
5051,0,0,47,0,2.0,0
533,0,0,58,0,2.0,0
82355,3,2,58,4,0.0,1
27746,0,0,39,0,2.0,0
96590,0,0,32,0,1.0,1
107673,2,0,51,1,0.0,0
102022,0,0,35,0,0.0,0
67079,6,2,54,0,1.0,1
132062,0,0,61,0,0.0,0
139840,0,0,78,0,0.0,0
81078,0,0,34,0,0.0,0
102794,1,0,55,0,0.0,0
72423,0,0,40,0,2.0,0
126546,1,1,27,0,0.0,0
113347,0,0,53,0,0.0,0
19336,0,0,30,0,0.0,0
82361,0,0,26,0,0.0,0
40839,0,0,63,0,0.0,0
115583,2,0,40,1,1.0,0
2045,1,0,51,0,0.0,0
